dataset,subject,uid,question,option_a,option_b,option_c,option_d,answer,text_gt
MedMCQA,general,medmcqa::validation::2876,Interstitial fluid volume can be determined by:,Radioactive iodine and radiolabelled water,Radioactive water and radiolabelled albumin,Radioactive sodium and radioactive water,Radioactive sodium and radioactive labelled albumin,D,Interstitial fluid volume can be determined by:
MedMCQA,general,medmcqa::validation::2877,A 28 year old eclamptic woman develop convulsions.The first measure to be done is:,Give MgSO4,Sedation of patient,Immediate delivery,Care of airway,D,A 28 year old eclamptic woman develop convulsions.The first measure to be done is:
MedMCQA,general,medmcqa::validation::2878,"IOL placed in the young male., After 10 year what should be done..?",IOL should be removed in case of Posterior Capsule ossification,Never be removed,Remove when presbyopia sets in,Should be changed after 10 year,A,"IOL placed in the young male., After 10 year what should be done..?"
MedMCQA,general,medmcqa::validation::2879,"In a coho study, to study association between factor and disease, the risk ratio was calculated to be equal to 1. What does this signifies?",There is no association present between the factor and the disease,There is positive association between the factor and the disease,There is negative association between the factor and the disease,Data insufficient to comment,A,"In a coho study, to study association between factor and disease, the risk ratio was calculated to be equal to 1. What does this signifies?"
MedMCQA,general,medmcqa::validation::2880,Minimum age of screening of osteoporosis:,55 years,60 years,65 years,50 years,C,Minimum age of screening of osteoporosis:
MedMCQA,general,medmcqa::validation::2881,The total number of vertebrae present in the vertebral column are?,22,34,56,52,B,The total number of vertebrae present in the vertebral column are?
MedMCQA,general,medmcqa::validation::2882,In a caries-free individual the saliva has:,Low buffering capacity for acids,Medium buffering capacity for acids,High buffering capacity for acids,Independent of buffering capacity for acids,C,In a caries-free individual the saliva has:
MedMCQA,general,medmcqa::validation::2883,Phallic stage of Freud corresponds to which of the following stages of Piaget,Sensorimotor,Pre operational,Concrete operational,Formal operational,B,Phallic stage of Freud corresponds to which of the following stages of Piaget
MedMCQA,general,medmcqa::validation::2884,Most common site of primary for intraocular metastasis is from-,Breast,Ovary,Cervix,Endometrium,A,Most common site of primary for intraocular metastasis is from-
MedMCQA,general,medmcqa::validation::2885,The cortex of lymph node contains:,Cords of billroth,Hassall's corpuscles,Lymphatic nodules,White pulp,C,The cortex of lymph node contains:
MedMCQA,general,medmcqa::validation::2886,Occluded submandibular salivary duct can be best observed by,Palpation,Sialography,Occlusal X-ray,Thermography,B,Occluded submandibular salivary duct can be best observed by
MedMCQA,general,medmcqa::validation::2887,"In case of facial injuries with voluntary control lost over tongue, the best emergency treatment to prevent tongue from falling back is",Towel clipping of Tongue,Deep traction silk suture of tongue,Oropharyngeal airway,Definitive treatment,A,"In case of facial injuries with voluntary control lost over tongue, the best emergency treatment to prevent tongue from falling back is"
MedMCQA,general,medmcqa::validation::2888,Chances of ankyloses of mandibular molar which is autotransplanted depends on?,Splinting of mandibular molar,Surgical extraction of molar,Socket preparation of molar for autotransplantation,Root kept moist in cotton,B,Chances of ankyloses of mandibular molar which is autotransplanted depends on?
MedMCQA,general,medmcqa::validation::2889,Greater crown bulk distal to the faciolingual dissecting plane of the tooth is most typical of mandibular,Central incisor,Canine,Lateral incisor,Second premolar,B,Greater crown bulk distal to the faciolingual dissecting plane of the tooth is most typical of mandibular
MedMCQA,general,medmcqa::validation::2890,Some medicine comes with a label of 'store at a cool place only'. At what temperature should these medicines be kept?,8-15 degC,2-8 degC,0 degC,25-28 degC,A,Some medicine comes with a label of 'store at a cool place only'. At what temperature should these medicines be kept?
MedMCQA,general,medmcqa::validation::2891,All of the following statements about idiopathic thrombocytopenic purpura are true EXCEPT,It is associated with platelet-specific auto-antibodies,It causes a prolonged bleeding time,It is often controllable by immunosuppressive treatment,It causes more prolonged hemorrhage than hemophilia,D,All of the following statements about idiopathic thrombocytopenic purpura are true EXCEPT
MedMCQA,general,medmcqa::validation::2892,"In a MO cavity prepared for inlay, mechanical advantage to prevent proximal displacement of the restoration is by establishing:",Adequate pulpal depth,Parallel walls,Occlusal dovetail,Acute lingual inclination in axiogingival area,C,"In a MO cavity prepared for inlay, mechanical advantage to prevent proximal displacement of the restoration is by establishing:"
MedMCQA,general,medmcqa::validation::2893,Major drawback of pro-root MTA is its increased setting time which is decreased by addition of ?,3% of NaOH,3% NaCl,5% CaCl,Distilled Water,C,Major drawback of pro-root MTA is its increased setting time which is decreased by addition of ?
MedMCQA,general,medmcqa::validation::2894,Apical constriction is ……………mm coronal to Apical foramen,0-0.5,0.5-1.5,1.5-2.5,2-Jan,B,Apical constriction is ……………mm coronal to Apical foramen
MedMCQA,general,medmcqa::validation::2895,An elderly male presents 2 months after renal trans-planatation with nephropathy. Which of the following can be a viral etiological agent?,Polymoa virus BK,Human herpes virus type 6,Hepatitis C,"Human papillorna virus, high risk types",A,An elderly male presents 2 months after renal trans-planatation with nephropathy. Which of the following can be a viral etiological agent?
MedMCQA,general,medmcqa::validation::2896,Erythropoietin acts on:,CFU,Late erythtoblast,Normoblast,Burst forming unit (BFU),D,Erythropoietin acts on:
MedMCQA,general,medmcqa::validation::2897,Expansion of the contrast filled space in myelography is seen in:,Intramedullary tumor,Intradural extramedullary tumor,Spinal dysraphism,Extradural tumor,A,Expansion of the contrast filled space in myelography is seen in:
MedMCQA,general,medmcqa::validation::2898,Tensor veli palatini origin and insertion are,Origin Greater wing of sphenoid and scaphoid fossa; Insertion as palatine aponeurosis into posterior hard palate.,Origin Lesser wing of sphenoid and scaphoid fossa;Insertion Hamular notch and opposite muscle of same name,Origin Lesser wing of sphenoid and scaphoid fossa; Insertion- Posterior hard palate,Origin Lesser wing of sphenoid and scaphoid fossa; Insertion: as palatine aponeurosis into posterior hard palate.,A,Tensor veli palatini origin and insertion are
MedMCQA,general,medmcqa::validation::2899,C-factor is associated with?,Condensing force for amalgam,Cavity preparation factor for amalgam,Root curvature,Polymerisation shrinkage in composite,D,C-factor is associated with?
MedMCQA,general,medmcqa::validation::2900,"In a patient of rheumatic heart disease with fever and mitral valve vegetations due to infective endocarditis, the vegetation usually do no embolise to:",Brain,Lungs,Liver,Spleen.,B,"In a patient of rheumatic heart disease with fever and mitral valve vegetations due to infective endocarditis, the vegetation usually do no embolise to:"
MedMCQA,general,medmcqa::validation::2901,Stainless steel orthodontic wire can be hardened by: (OR) Bending orthodontic wire at room temperature is an example of,Tempering,Work/ Strain hardening,Age hardening,Precipitation hardening,B,Stainless steel orthodontic wire can be hardened by: (OR) Bending orthodontic wire at room temperature is an example of
MedMCQA,general,medmcqa::validation::2902,"A lady delivered a normal vaginal delivery and was discharged. On third day she came back with fever, tachycardia and seizures. Fundus showed papilledema with no focal deficits. What is the most likely diagnosis?",Coical vein thrombosis,Meningitis,Subarachnoid hemorrhage,Acute migraine,A,"A lady delivered a normal vaginal delivery and was discharged. On third day she came back with fever, tachycardia and seizures. Fundus showed papilledema with no focal deficits. What is the most likely diagnosis?"
MedMCQA,general,medmcqa::validation::2903,Infeility in kaagener syndrome is due to which of the following?,Oligospermia,Blockage of epididymis,Asthenozoospermia,Undescended testis,C,Infeility in kaagener syndrome is due to which of the following?
MedMCQA,general,medmcqa::validation::2904,Regeneration leads to formation of which layer of cementum:,Cellular mixed cementum,Cellular intrinsic fibre cementum,Acellular extrinsic fiber cementum,Acellular afibrillar cementum,C,Regeneration leads to formation of which layer of cementum:
MedMCQA,general,medmcqa::validation::2905,Mention the true/false statements about digoxin toxicity?,The earliest manifestation of digoxin toxicity are gastrointestinal symptoms,Non-specific vision changes may be noted in digoxin toxicity,Early toxicity may not correlate with serum levels and Neurological symptoms may occur without corresponding cardiovascular changes,All,D,Mention the true/false statements about digoxin toxicity?
MedMCQA,general,medmcqa::validation::2906,All of the following bones are the pas of inferior wall of orbit except:,Ethmoid,Maxillary,Palatine,ZygomaticWhile,A,All of the following bones are the pas of inferior wall of orbit except:
MedMCQA,general,medmcqa::validation::2907,Not responsible for chronic gingival inflammation?,Neutrophil,Macrophages,T-lymphocytes,Plasma cells,A,Not responsible for chronic gingival inflammation?
MedMCQA,general,medmcqa::validation::2908,Which cells are decreased in chronic periodontitis?,B-lymphocytes,T-lymphocytes,Mast cells,Plasma cells,B,Which cells are decreased in chronic periodontitis?
MedMCQA,general,medmcqa::validation::2909,For calculation of sample size for a prevalence study all of the following are necessary except,Prevalence of disease in population,Power of the study,Significance level,Desired precision,D,For calculation of sample size for a prevalence study all of the following are necessary except
MedMCQA,general,medmcqa::validation::2910,All are features of benign intracranial hypeension except:,Proptosis,Normal size ventricles,Headache,Papilledema,A,All are features of benign intracranial hypeension except:
MedMCQA,general,medmcqa::validation::2911,The most common mode of spread of retinoblastoma:,Optic nerve invasion,Lymphatics,Vascular,Direct invasion,A,The most common mode of spread of retinoblastoma:
MedMCQA,general,medmcqa::validation::2912,The organ most resistant to GA is,Spinal Cord,Medulla oblonagata,Medullary cortex,Cerebrum,B,The organ most resistant to GA is
MedMCQA,general,medmcqa::validation::2913,Continuous murmur can be heard in all except:,VSD with aoic regurgitation,Coronary AV fistula,Pulmonary AV fistula,Patent ductus aeriosus,A,Continuous murmur can be heard in all except:
MedMCQA,general,medmcqa::validation::2914,Impedence based apex locator is:,Generation 1,Generation 2,Generation 3,Generation 4,B,Impedence based apex locator is:
MedMCQA,general,medmcqa::validation::2915,Mechanism of adhesion of GIC restoration with tooth surface is by means of?,Carboxyl group,Chelates with Metal Ions,C=C double bond,Polymer Chains,A,Mechanism of adhesion of GIC restoration with tooth surface is by means of?
MedMCQA,general,medmcqa::validation::2916,"A 10 year old child came to the OPD with pain and mass in right lumbar region with no fever, with right hip flexed. The pain increased on extension and X ray showed spine changes. Most probable diagnosis is:",Psoas abscess,Pyonephrosis,Appendicular lump in retrocecal position,Torsion of Right undescended testis,A,"A 10 year old child came to the OPD with pain and mass in right lumbar region with no fever, with right hip flexed. The pain increased on extension and X ray showed spine changes. Most probable diagnosis is:"
MedMCQA,general,medmcqa::validation::2917,"The process by which the amount of a drug in the body decreases after administration, but before entering the systemic circulation is called:",Excretion,First pass effect,First order elimination,Metabolism,B,"The process by which the amount of a drug in the body decreases after administration, but before entering the systemic circulation is called:"
MedMCQA,general,medmcqa::validation::2918,Eugenol may be replaced in the zinc oxide eugenol cement by:,Acetic acid,Alginic acid,Phosphoric acid,Ortho-ethoxy acid,D,Eugenol may be replaced in the zinc oxide eugenol cement by:
MedMCQA,general,medmcqa::validation::2919,Cross-linking in resins helps increasing:,Strength,Hardness,Crazing resistance,All of the above,D,Cross-linking in resins helps increasing:
MedMCQA,general,medmcqa::validation::2920,Which of the following leads to an increase in enzyme activity -,Increase in temperature,Decrease in activation energy,Extremes of pH value,Low substrate concentration,B,Which of the following leads to an increase in enzyme activity -
MedMCQA,general,medmcqa::validation::2921,Nutrients are mainly absorbed in:,Small intestine,Large intestine,Liver,Stomach,A,Nutrients are mainly absorbed in:
MedMCQA,general,medmcqa::validation::2922,Calcification of falx cerebrl is seen in:,Sturge Weber syndrome,Gorlin goltz syndrome,Mobius syndrome,Caffey silverman syndrome,B,Calcification of falx cerebrl is seen in:
MedMCQA,general,medmcqa::validation::2923,70-74.9% cephalic index indicates:,Hyperdolichocephalic,Dolichocephalic,Mesocephalic,Brachycephalic,B,70-74.9% cephalic index indicates:
MedMCQA,general,medmcqa::validation::2924,Most commonly used tooth numbering system in books is,Universal system,Zigmondy and Palmar,FDI,Grid System,A,Most commonly used tooth numbering system in books is
MedMCQA,general,medmcqa::validation::2925,A child who has an avulsed tooth 1/2 hour back should carry the tooth to the dentist in:,Cold milk,Normal saline,Wrapped in a wet handkerchief,Buccal vestibule,A,A child who has an avulsed tooth 1/2 hour back should carry the tooth to the dentist in:
MedMCQA,general,medmcqa::validation::2926,The term poikilokaryosis refers to,Alteration of nuclear cytoplasmic ratio,Division of nuclei without division of cytoplasm,"Large, prominent nuclei",Loss of polarity and disorientation of cells,B,The term poikilokaryosis refers to
MedMCQA,general,medmcqa::validation::2927,Example of Dystrophic calcification-,Hyperparathyroidism,Sarcoidosis,Hypervitaminosis D,Myositis ossificans,D,Example of Dystrophic calcification-
MedMCQA,general,medmcqa::validation::2928,In National Water Supply and Sanitation programme a problem village is defined as all except?,Distance of safe water is greater than 1.6 Km,Water is exposed to the risk of cholera,Water source has excess iron and heavy metals,Water infested with Guniea worm,D,In National Water Supply and Sanitation programme a problem village is defined as all except?
MedMCQA,general,medmcqa::validation::2929,Autoinnoculation is seen with?,Ameloblastoma,Papilloma,Benign pemphigoid,Leukoplakia,B,Autoinnoculation is seen with?
MedMCQA,general,medmcqa::validation::2930,The following condition do not create gingival defects necessitating gingivoplasty except,Acute necrotizing ulcerative gingivitis,Desquamative gingivitis,Erosive lichen planus,Acute herpetic gingivostomatitis,A,The following condition do not create gingival defects necessitating gingivoplasty except
MedMCQA,general,medmcqa::validation::2931,"female patient came with right side hearing loss, better heard in a noisy environment,Audiogram shown with about 30-40 dB gap between AC-BC of right & left ear. Rinne's test negative, Weber's test centralised. Which of the following condition shown?",Meniere's disease,stapedial otosclerosis,Presbycusis,Vestibular schwannoma,B,"female patient came with right side hearing loss, better heard in a noisy environment,Audiogram shown with about 30-40 dB gap between AC-BC of right & left ear. Rinne's test negative, Weber's test centralised. Which of the following condition shown?"
MedMCQA,general,medmcqa::validation::2932,A middle-aged man comes after a road traffic accident with bleeding from the scalp. He is unconscious. A card in his pocket reveals that he is a known diabetic on Tab Glimepiride + Metformin 2 tablets twice daily. What should the next step in management?,"Send blood for tests, sta IV glucose and send to CT",Sta normal saline and send to CT,"Dextrose solution, CT scan","Airway, CT scan. Blood sugar if <70 sta dextrose",D,A middle-aged man comes after a road traffic accident with bleeding from the scalp. He is unconscious. A card in his pocket reveals that he is a known diabetic on Tab Glimepiride + Metformin 2 tablets twice daily. What should the next step in management?
MedMCQA,general,medmcqa::validation::2933,Which of the following is a method of achieving slow separation?,Seperating rubber bands,Rubber Dam Sheet,Ligature wire,All of the following,D,Which of the following is a method of achieving slow separation?
MedMCQA,general,medmcqa::validation::2934,"In Caries Assessment Test (CAT), which condition doesn't come in highest risk category?",Isolated with spot lesion on tooth,Enamel hypoplasia,Child with special care need,Visible plaque on anterior teeth,A,"In Caries Assessment Test (CAT), which condition doesn't come in highest risk category?"
MedMCQA,general,medmcqa::validation::2935,High angle case is:,FMIA > 65,IMP > 100,FMP > 35°,SNA >4°,C,High angle case is:
MedMCQA,general,medmcqa::validation::2936,Mother to children's transmission is a key feature of which pattern of inheritance?,Codominance,Autosomal dominant inheritance,Recessive inheritance,Mitochondrial inheritance,D,Mother to children's transmission is a key feature of which pattern of inheritance?
MedMCQA,general,medmcqa::validation::2937,Sublingual tablet or sublingual GTN metered dose aerosol usually relieve angina in,15 sec,2-3 min,10-12 min,30 min,B,Sublingual tablet or sublingual GTN metered dose aerosol usually relieve angina in
MedMCQA,general,medmcqa::validation::2938,Gene not involved in SCID,BTK,ZAP70,IL2RG,JAK3,A,Gene not involved in SCID
MedMCQA,general,medmcqa::validation::2939,A 6–month–old infant presents to the 'diarrhoea clinic' unit with some dehydration. The most likely organism causing diarrhea is –,Entamoeba histolytica,Rotavirus,Giardia lamblia,Shigella,B,A 6–month–old infant presents to the 'diarrhoea clinic' unit with some dehydration. The most likely organism causing diarrhea is –
MedMCQA,general,medmcqa::validation::2940,Lip and mentalis muscle contraction are not seen in:,Mature swallow,Simple tongue thrust,Complex tongue thrust,All of the above,A,Lip and mentalis muscle contraction are not seen in:
MedMCQA,general,medmcqa::validation::2941,ABC and VED analysis at PHC are done for:,Drug inventory,Staff management,Vaccination coverage,National Programs implementation.,A,ABC and VED analysis at PHC are done for:
MedMCQA,general,medmcqa::validation::2942,Which of the following is not true regarding teeth features and ethnicity?,Upper third molar is most commonly absent in Mongolians,Carabelli cusps are seen in Caucasians,"Negros have wide molar cusps and deep, shovel shaped cusps in incisors",Prominent lingual ridge and labial ridge is seen in Mongolians,C,Which of the following is not true regarding teeth features and ethnicity?
MedMCQA,general,medmcqa::validation::2943,Continues use of vibrator can leads to,Random nodule formation,Surface roughness,Surface irregularities,Discoloration,B,Continues use of vibrator can leads to
MedMCQA,general,medmcqa::validation::2944,Most reliable method of recording centric relation,Graphic tracing with excursive movements,Wax cone method,Trial and error method,None of the above,A,Most reliable method of recording centric relation
MedMCQA,general,medmcqa::validation::2945,Most common chances of pulpal exposure will be there if pulpal floor is made perpendicular to the long axis of tooth:,Maxillary 1st premolar,Maxillary 1st molar,Mandibular 1st premolar,Mandibular 2nd premolar,C,Most common chances of pulpal exposure will be there if pulpal floor is made perpendicular to the long axis of tooth:
MedMCQA,general,medmcqa::validation::2946,Diagnosis of CI. Difficile infection is made by which of the following methods?,Toxin gene detection by polymerase chain reaction (PCR),Culture,Enzyme - linked immunosorbent assay (ELISA),Nagler's reaction,A,Diagnosis of CI. Difficile infection is made by which of the following methods?
MedMCQA,general,medmcqa::validation::2947,A 37-year-old patient presented to you with hyper-extension of 4th and 5th metacarpophalangeal joint with flexion at proximal interphalangeal joint. This deformity is due to injury to:,Deep branch of ulnar nerve,Median nerve,Radial nerve,Superficial branch of median nerve,A,A 37-year-old patient presented to you with hyper-extension of 4th and 5th metacarpophalangeal joint with flexion at proximal interphalangeal joint. This deformity is due to injury to:
MedMCQA,general,medmcqa::validation::2948,Myofunctional appliance is given at which stage:,Primary dentition,Mixed dentition,Permanent dentition,Adulthood,B,Myofunctional appliance is given at which stage:
MedMCQA,general,medmcqa::validation::2949,Not true about NRHM,Appoint ASHA,Strengthen institutional delivery under JSY,Health and family welfare societies,State and district health mission,C,Not true about NRHM
MedMCQA,general,medmcqa::validation::2950,"Model plaster (white) used to cast study models before mixing with water, is largely composed of:",CaO,CaCO3,CaSO4 • ½H2O,CaSO4 • 2H2O,C,"Model plaster (white) used to cast study models before mixing with water, is largely composed of:"
MedMCQA,general,medmcqa::validation::2951,Which of the following nonaqueous elastomeric impression materials has the least shelf life,Poly ether,Addition silicone,Condensation silicone,Polysulphide,A,Which of the following nonaqueous elastomeric impression materials has the least shelf life
MedMCQA,general,medmcqa::validation::2952,A female in labor ward was administered opioid analgesic. Which of the following drugs should be kept ready for emergency?,Lignocaine,Naloxone,Diphenhydramine,Fentanyl,B,A female in labor ward was administered opioid analgesic. Which of the following drugs should be kept ready for emergency?
MedMCQA,general,medmcqa::validation::2953,"When we try to find out significance of difference in height of children between 2 classes in a school, which test is used?",Unpaired test,ANOVA,Chisquare,Coefficient of variance,A,"When we try to find out significance of difference in height of children between 2 classes in a school, which test is used?"
MedMCQA,general,medmcqa::validation::2954,Composition of KRI paste is:,Calcium hydroxide + Iodoform.,Iodoform+ calcium hydroxide + menthol.,Iodoform + camphor + parachlorophenol + Menthol.,Parachlorophenol + Camphor + menthol.,C,Composition of KRI paste is:
MedMCQA,general,medmcqa::validation::2955,Which of the following tooth shows C shaped canal,Mandibular 1st premolar,Maxillary 1st premolar,Mandibular 2nd premolar,Maxillary 2nd premolar,A,Which of the following tooth shows C shaped canal
MedMCQA,general,medmcqa::validation::2956,SPIKES protocol is used for:,Triage,Communication with patients/attendants regarding bad news,Writing death ceificate,RCT,B,SPIKES protocol is used for:
MedMCQA,general,medmcqa::validation::2957,Which of the following drugs is a P-glycoprotein inducer?,Azithromycin,Ketoconazole,Itraconazole,Rifampicin,D,Which of the following drugs is a P-glycoprotein inducer?
MedMCQA,general,medmcqa::validation::2958,"A male child presented with coarse facies, protuberant abdomen , frontal head enlargement, thickening of cardiac valve, hepatosplenomegaly, hearing impairement. What is the most probable diagnosis?",Hurler's disease,Hunter's disease,Fragile X syndrome,Tay Sach's disease,B,"A male child presented with coarse facies, protuberant abdomen , frontal head enlargement, thickening of cardiac valve, hepatosplenomegaly, hearing impairement. What is the most probable diagnosis?"
MedMCQA,general,medmcqa::validation::2959,A term neonate with unconjugated hyperbilirubinemia of 18 mg/dl on 20th day. All are common causes except –,Breast rnilk jaundice,Congenital cholangiopathy,G 6PD deficiency,Hypothyroidism,B,A term neonate with unconjugated hyperbilirubinemia of 18 mg/dl on 20th day. All are common causes except –
MedMCQA,general,medmcqa::validation::2960,Which is the most preferred route for drug administration in the management of chronic pain,Intrathecal,Oral,Subdermal,Intravenous,B,Which is the most preferred route for drug administration in the management of chronic pain
MedMCQA,general,medmcqa::validation::2961,Weber-Fechner law related to:,Number of nerve Fibers,Number of muscle Fibers,Number of stimulus,Intensity of stimulus,D,Weber-Fechner law related to:
MedMCQA,general,medmcqa::validation::2962,"White, spongy, folded thick mucosa is seen in",Oral hairy leukoplakia,Aspirin burn,White spongy nevus,Pseudomembranous Candidiasis,C,"White, spongy, folded thick mucosa is seen in"
MedMCQA,general,medmcqa::validation::2963,Calculate net filtration pressure with the following data: PGC = 42 mm Hg pGC = 12 mm Hg PBC= 16 mm Hg Assume that no proteins were filtered.,34 mm Hg,Data not sufficient,14 mm Hg,28 mm Hg,C,Calculate net filtration pressure with the following data: PGC = 42 mm Hg pGC = 12 mm Hg PBC= 16 mm Hg Assume that no proteins were filtered.
MedMCQA,general,medmcqa::validation::2964,Schielder principle is,Minimal enlarged apical foramen,Shape of the canal can be changed,Use of 3-5 times larger than first binding file,Original canal curvature should be altered to make it compatible with obturating material,A,Schielder principle is
MedMCQA,general,medmcqa::validation::2965,"While drilling an implant, bone necrosis occurs at what temperatures:",65,35,45,55,C,"While drilling an implant, bone necrosis occurs at what temperatures:"
MedMCQA,general,medmcqa::validation::2966,Subantimicrobial dose of doxycycline is:,20 mg doxycycline,60 mg doxycycline,80 mg doxycycline,150 mg doxycycline,B,Subantimicrobial dose of doxycycline is:
MedMCQA,general,medmcqa::validation::2967,Non radiographic method of working length determination:,Digital tactile sense,Apical periodontal sensitivity,Electronic apex locator,All of the above,D,Non radiographic method of working length determination:
MedMCQA,general,medmcqa::validation::2968,Problems associated with nitrous oxide anaesthesia is,Behavioral problem,Sensitizes the heart to adrenaline,Prolonged difficult induction,Tachycardia and or arrhythmias,A,Problems associated with nitrous oxide anaesthesia is
MedMCQA,general,medmcqa::validation::2969,Roots of primary and secondary teeth are different in that the primary roots are more divergent and flaring. The other difference:,Primary roots show less accessory and lateral canals,Primary roots resorb more easily,Primary roots are shorter,None of the above,A,Roots of primary and secondary teeth are different in that the primary roots are more divergent and flaring. The other difference:
MedMCQA,general,medmcqa::validation::2970,Most important factor in rapid progression of Bacteria resulting in pulpal necrosis is?,Host resistance,Virulence of bacteria,Dentinal Fluid flow,Pulp vitality,D,Most important factor in rapid progression of Bacteria resulting in pulpal necrosis is?
MedMCQA,general,medmcqa::validation::2971,Gene for ectodermal dysplasia with cleft lip and palate,ED-1,GJB6,PVRL1,R P73,C,Gene for ectodermal dysplasia with cleft lip and palate
MedMCQA,general,medmcqa::validation::2972,Which of these is the best study to evaluate effect and outcome?,Clinical trial,Coho,Case control study,Cross sectional study,A,Which of these is the best study to evaluate effect and outcome?
MedMCQA,general,medmcqa::validation::2973,All of the following processes take place in mitochondria except:,Beta-oxidation of fatty acids,DNA synthesis,Fatty acid synthesis,Protein synthesis,C,All of the following processes take place in mitochondria except:
MedMCQA,general,medmcqa::validation::2974,"In moyer's classification of class II type D malocclusion, there is:",Orthognatic maxilla and orthognathic mandible,Prognathic maxilla and orthognathic mandible,Orthognathic maxilla and retrognathic mandible,Retrognathic maxilla and retrognathic mandible,C,"In moyer's classification of class II type D malocclusion, there is:"
MedMCQA,general,medmcqa::validation::2975,Cephalometric analysis are used to evaluate growth changes by superimposing on:,Sella - Nasion plane,Mandibular plane,FHP,Occlusal plane,A,Cephalometric analysis are used to evaluate growth changes by superimposing on:
MedMCQA,general,medmcqa::validation::2976,All of the following are associated with HHV8 except?,Kaposi sarcoma,Primary effusion lymphoma,Castleman disease,T-cell leukemia,D,All of the following are associated with HHV8 except?
MedMCQA,general,medmcqa::validation::2977,"Presented edema, oliguria and frothy urine. He has no past history of similar complaints. On examination, his urine was positive for 3+ proteinuria, no RBCs/WBCs and no casts. His serum albumin was 2.5 gm/L and serum creatinine was 0.5 mg/dL. The most likely diagnosis is:",Minimal change disease,IgA nephropathy,Interstitial nephritis,Membranous nephropathy,A,"Presented edema, oliguria and frothy urine. He has no past history of similar complaints. On examination, his urine was positive for 3+ proteinuria, no RBCs/WBCs and no casts. His serum albumin was 2.5 gm/L and serum creatinine was 0.5 mg/dL. The most likely diagnosis is:"
MedMCQA,general,medmcqa::validation::2978,"Which of the following is not attached laterally to thyroid cartilage, or all the following muscles are attached to the oblique line of thyroid cartilage except:",Sternothyroid,Thyrohyoid,Superior constrictor,Inferior constrictor,C,"Which of the following is not attached laterally to thyroid cartilage, or all the following muscles are attached to the oblique line of thyroid cartilage except:"
MedMCQA,general,medmcqa::validation::2979,A parent is homozygous and a parent heterozygous for an autosomal recessive gene. What will be the outcome –,75% children affected,"No child affected, but all are carriers","50% children affected, rest are carriers","25% children affected, rest are carriers",C,A parent is homozygous and a parent heterozygous for an autosomal recessive gene. What will be the outcome –
MedMCQA,general,medmcqa::validation::2980,Antischkow cells are present in all of the following conditions except,Sickle cell anaemia,Iron deficiency anaemia,Apthous ulcer,herpes simplex,D,Antischkow cells are present in all of the following conditions except
MedMCQA,general,medmcqa::validation::2981,Patient on dental chair during extraction becomes unconscious; patient is breathing but not responsive. Your first step will be:,Recline chair and shout for help and give oxygen,Check BP and pulse and intubate,Start CPR immediately,ECG,A,Patient on dental chair during extraction becomes unconscious; patient is breathing but not responsive. Your first step will be:
MedMCQA,general,medmcqa::validation::2982,Which of the following structures is not present on the internal surface of mandible?,Genial tubercle,Mylohyoid ridge,Lingula,Mental foramen,D,Which of the following structures is not present on the internal surface of mandible?
MedMCQA,general,medmcqa::validation::2983,"A mother and her 4 year old son are seated alone in a reception area with the child staring off into space, rocking and constantly twisting a strand of hair about his fingers. Upon entry of another person, the child begins to beat his fist against the side of his face and behaves as though he does not hear his mother speaking to him. This behavior is most characteristic of:",An autistic child,A mentally retarded child,First dental appointment anxieties of a 4 year old child,A child with a chronic seizure disorder,A,"A mother and her 4 year old son are seated alone in a reception area with the child staring off into space, rocking and constantly twisting a strand of hair about his fingers. Upon entry of another person, the child begins to beat his fist against the side of his face and behaves as though he does not hear his mother speaking to him. This behavior is most characteristic of:"
MedMCQA,general,medmcqa::validation::2984,ZnPO4 setting time is 4-7 min. All of the following methods are employed to prolong its setting time except:,Addition of drop of distilled water,Prolong spatulation time,Small increment of addition of powder to liquid,Mixing on cooled glass slab,A,ZnPO4 setting time is 4-7 min. All of the following methods are employed to prolong its setting time except:
MedMCQA,general,medmcqa::validation::2985,"An abnormal resorption pattern in primary teeth, delayed eruption of permanent teeth and a Large tongue are the features of:",Addison's disease,Hypothyroidism,Hyperthyroidism,Von-Recklinghausen disease,B,"An abnormal resorption pattern in primary teeth, delayed eruption of permanent teeth and a Large tongue are the features of:"
MedMCQA,general,medmcqa::validation::2986,Which one of the following is not FDA approved,GEM 215,Elyzol,Periochip,Atridox,B,Which one of the following is not FDA approved
MedMCQA,general,medmcqa::validation::2987,Dynamic creep is the,Continuing alloying between silver-tin alloy and mercury during the life of restoration,Deformation of set amalgam during function,"Process whereby alloy is ""wetted"" by mercury",Spread of amalgam during packing,B,Dynamic creep is the
MedMCQA,general,medmcqa::validation::2988,All are features of non paralytic polio except –,Absent deep tendon reflexes,Head drop,Nuchal rigidity,Knee heel test negative,A,All are features of non paralytic polio except –
MedMCQA,general,medmcqa::validation::2989,Which of the following procedures can be used to treat an oro-antral fistula resulting from posterior surgery: (Or) Oro-antral fistula in maxillary 3rd molar region is best/commonly treated by,Buccal mucoperiosteal flap,Palatal mucoperiosteal flap,Bridge flap,Palatal island flap,D,Which of the following procedures can be used to treat an oro-antral fistula resulting from posterior surgery: (Or) Oro-antral fistula in maxillary 3rd molar region is best/commonly treated by
MedMCQA,general,medmcqa::validation::2990,Fovea palatine are,Structures through which blood supply take place,Mucosal salivary glands,Palatal termination of maxillary denture,Found in every individual,B,Fovea palatine are
